0.292853376	0.269186047	0.977287488	0.8563437	0.312324453	0.171226831	0.146586491	0.875059313	0.757332665
0.258306962	0.239186047	0.990277145	0.877083836	0.318324964	0.193292145	0.143954213	0.877176333	0.752569566
0.256065401	0.236744186	0.99288477	0.877858438	0.315345987	0.189761695	0.143579898	0.891995474	0.756831286
0.262921941	0.252906977	0.974195174	0.864540641	0.319814452	0.206531333	0.142625999	0.889367449	0.752318877
0.275975738	0.279534884	0.995385764	0.898013715	0.349689335	0.235657546	0.1654592	0.842464503	0.713462021
0.28850211	0.286627907	1	0.898649916	0.341433313	0.225948808	0.163829119	0.81476074	0.693406869
0.268855485	0.266511628	0.995182194	0.869456127	0.366158822	0.246690203	0.169794006	0.821805307	0.695663073
0.252768987	0.260697674	0.997101562	0.880213495	0.383479445	0.261694616	0.16745152	0.815198744	0.701930308
0.281381857	0.288837209	0.998429609	0.878773673	0.360115755	0.236098853	0.188763312	0.777019382	0.683629982
0.284810127	0.29127907	0.992157737	0.877333851	0.321261384	0.210503089	0.187906011	0.737380005	0.647029331
0.287315401	0.290697674	0.990577652	0.859475592	0.358583709	0.250220653	0.183486682	0.749133117	0.639257959
0.295490506	0.291744186	0.968650336	0.848894574	0.385181718	0.261694616	0.176978435	0.754973172	0.632990724
0.29878692	0.297093023	0.969270737	0.862830713	0.36658439	0.248455428	0.15064358	0.78844399	0.648282778
0.279008439	0.268953488	0.975290571	0.887271972	0.379691889	0.258164166	0.138605134	0.805854656	0.669340687
0.28085443	0.274069767	0.985730765	0.891151679	0.323559452	0.204324801	0.143942138	0.79793408	0.661318626
0.274920886	0.272209302	0.958491261	0.873025546	0.337262746	0.225948808	0.139257166	0.792130525	0.676109301
0.301160338	0.29627907	0.950881649	0.858531337	0.364116095	0.258164166	0.148590886	0.772128335	0.65555277
0.294171941	0.298023256	0.959906552	0.892026734	0.339518257	0.221977052	0.1499191	0.808227178	0.660817247
